job_id,bucket,power,thermal,flow,expected_phase,plane,label
ds-job-001,129,335.64,209.87,11.34,printing,independent,legitimate
ds-job-001,130,330.5,207.38,10.13,printing,independent,legitimate
ds-job-001,131,331.29,207.72,11.38,printing,independent,legitimate
ds-job-001,132,378.67,210.16,11.22,printing,independent,legitimate
ds-job-001,133,315.04,210.92,11.8,printing,independent,legitimate
ds-job-001,134,361.79,207.71,9.87,printing,independent,legitimate
ds-job-001,135,358.1,211.41,10.17,printing,independent,legitimate
ds-job-001,136,334.12,211.68,10.75,printing,independent,legitimate
ds-job-001,137,369.8,211.46,11.97,printing,independent,legitimate
ds-job-001,138,350.58,213.56,11.36,printing,independent,legitimate
ds-job-001,139,338.85,208.15,11.67,printing,independent,legitimate
ds-job-001,140,374.57,204.83,12.52,printing,independent,legitimate
ds-job-001,141,376.15,207.54,11.45,printing,independent,legitimate
ds-job-001,142,336.74,208.48,10.61,printing,independent,legitimate
ds-job-001,143,350.97,207.42,12.67,printing,independent,legitimate
ds-job-001,144,368.31,210.42,9.52,printing,independent,legitimate
ds-job-001,145,331.37,205.92,11.22,printing,independent,legitimate
ds-job-001,146,327.63,212.18,9.67,printing,independent,legitimate
ds-job-001,147,355.72,206.5,11.89,printing,independent,legitimate
ds-job-001,148,44.93,107.47,0.0,cooling,independent,legitimate
ds-job-001,149,81.48,94.96,0.0,cooling,independent,legitimate
ds-job-001,150,69.23,64.51,0.0,cooling,independent,legitimate
ds-job-001,151,74.86,131.07,0.0,cooling,independent,legitimate
ds-job-001,152,77.05,147.58,0.0,cooling,independent,legitimate
ds-job-001,153,67.52,131.18,0.0,cooling,independent,legitimate
ds-job-001,154,64.67,75.06,0.0,cooling,independent,legitimate
ds-job-001,155,70.19,69.1,0.0,cooling,independent,legitimate
ds-job-001,156,65.6,130.24,0.0,cooling,independent,legitimate
ds-job-001,157,72.93,57.48,0.0,cooling,independent,legitimate
ds-job-001,158,71.09,109.28,0.0,cooling,independent,legitimate
ds-job-001,159,54.23,68.92,0.0,cooling,independent,legitimate
ds-job-001,160,67.91,105.35,0.0,cooling,independent,legitimate
ds-job-001,161,52.79,67.76,0.0,cooling,independent,legitimate
ds-job-001,162,57.77,94.96,0.0,cooling,independent,legitimate
ds-job-001,163,68.35,99.73,0.0,cooling,independent,legitimate
ds-job-002,0,46.39,26.87,0.0,idle,independent,legitimate
ds-job-002,1,49.19,24.18,0.0,idle,independent,legitimate
ds-job-002,2,49.99,20.54,0.0,idle,independent,legitimate
ds-job-002,3,47.34,26.46,0.0,idle,independent,legitimate
ds-job-002,4,56.04,25.52,0.0,idle,independent,legitimate
ds-job-002,5,46.11,26.41,0.0,idle,independent,legitimate
ds-job-002,6,47.46,20.37,0.0,idle,independent,legitimate
ds-job-002,7,56.08,26.72,0.0,idle,independent,legitimate
ds-job-002,8,225.22,112.09,0.0,heating,independent,legitimate
ds-job-002,9,196.34,137.21,0.0,heating,independent,legitimate
ds-job-002,10,222.53,113.95,0.0,heating,independent,legitimate
ds-job-002,11,234.07,135.8,0.0,heating,independent,legitimate
ds-job-002,12,207.52,106.97,0.0,heating,independent,legitimate
ds-job-002,13,213.42,96.67,0.0,heating,independent,legitimate
ds-job-002,14,237.15,96.13,0.0,heating,independent,legitimate
ds-job-002,15,225.98,135.48,0.0,heating,independent,legitimate
ds-job-002,16,171.68,99.87,0.0,heating,independent,legitimate
ds-job-002,17,199.28,106.54,0.0,heating,independent,legitimate
ds-job-002,18,240.46,115.58,0.0,heating,independent,legitimate
ds-job-002,19,218.89,124.23,0.0,heating,independent,legitimate
ds-job-002,20,198.02,97.39,0.0,heating,independent,legitimate
ds-job-002,21,194.5,110.35,0.0,heating,independent,legitimate
ds-job-002,22,219.9,79.65,0.0,heating,independent,legitimate
ds-job-002,23,199.12,141.92,0.0,heating,independent,legitimate
ds-job-002,24,197.77,125.44,0.0,heating,independent,legitimate
ds-job-002,25,230.16,101.12,0.0,heating,independent,legitimate
ds-job-002,26,177.87,102.25,0.0,heating,independent,legitimate
ds-job-002,27,207.05,116.44,0.0,heating,independent,legitimate
ds-job-002,28,204.12,89.12,0.0,heating,independent,legitimate
ds-job-002,29,230.39,149.3,0.0,heating,independent,legitimate
ds-job-002,30,195.5,120.1,0.0,heating,independent,legitimate
ds-job-002,31,231.65,154.37,0.0,heating,independent,legitimate
ds-job-002,32,179.74,169.69,0.0,heating,independent,legitimate
ds-job-002,33,210.59,130.25,0.0,heating,independent,legitimate
ds-job-002,34,354.24,209.45,10.6,printing,independent,legitimate
ds-job-002,35,354.69,210.71,10.22,printing,independent,legitimate
ds-job-002,36,349.0,215.02,11.65,printing,independent,legitimate
ds-job-002,37,375.98,203.42,10.86,printing,independent,legitimate
ds-job-002,38,337.24,210.54,11.84,printing,independent,legitimate
ds-job-002,39,335.6,209.88,11.55,printing,independent,legitimate
ds-job-002,40,323.55,210.58,12.59,printing,independent,legitimate
ds-job-002,41,339.37,205.77,11.93,printing,independent,legitimate
ds-job-002,42,367.85,207.56,10.99,printing,independent,legitimate
ds-job-002,43,356.02,210.1,11.11,printing,independent,legitimate
ds-job-002,44,363.9,210.39,11.76,printing,independent,legitimate
ds-job-002,45,330.6,212.12,9.45,printing,independent,legitimate
ds-job-002,46,341.51,208.96,9.67,printing,independent,legitimate
ds-job-002,47,342.53,208.4,8.69,printing,independent,legitimate
ds-job-002,48,363.08,208.43,11.4,printing,independent,legitimate
ds-job-002,49,336.02,211.94,10.05,printing,independent,legitimate
ds-job-002,50,338.73,213.35,13.08,printing,independent,legitimate
ds-job-002,51,349.66,212.86,10.22,printing,independent,legitimate
ds-job-002,52,327.31,211.42,13.42,printing,independent,legitimate
ds-job-002,53,347.58,204.06,12.69,printing,independent,legitimate
ds-job-002,54,343.91,205.56,10.07,printing,independent,legitimate
ds-job-002,55,346.89,208.73,12.3,printing,independent,legitimate
ds-job-002,56,355.78,208.94,10.89,printing,independent,legitimate
ds-job-002,57,364.51,212.44,10.21,printing,independent,legitimate
ds-job-002,58,375.68,202.34,11.54,printing,independent,legitimate
ds-job-002,59,348.74,213.1,14.36,printing,independent,legitimate
ds-job-002,60,351.77,208.5,13.07,printing,independent,legitimate
ds-job-002,61,350.57,213.01,10.11,printing,independent,legitimate
ds-job-002,62,362.53,205.03,9.47,printing,independent,legitimate
ds-job-002,63,353.6,210.14,13.07,printing,independent,legitimate
ds-job-002,64,366.88,207.29,12.8,printing,independent,legitimate
ds-job-002,65,350.19,201.22,9.85,printing,independent,legitimate
ds-job-002,66,347.22,208.7,12.28,printing,independent,legitimate
ds-job-002,67,343.34,212.91,11.9,printing,independent,legitimate
ds-job-002,68,320.35,208.49,15.0,printing,independent,legitimate
ds-job-002,69,341.45,203.85,10.2,printing,independent,legitimate
ds-job-002,70,346.72,205.9,9.83,printing,independent,legitimate
ds-job-002,71,330.14,212.52,10.16,printing,independent,legitimate
ds-job-002,72,370.22,204.79,10.58,printing,independent,legitimate
ds-job-002,73,333.37,209.19,11.34,printing,independent,legitimate
ds-job-002,74,358.0,204.91,11.27,printing,independent,legitimate
ds-job-002,75,350.83,210.5,12.49,printing,independent,legitimate
ds-job-002,76,328.81,211.65,12.19,printing,independent,legitimate
ds-job-002,77,340.22,211.63,12.11,printing,independent,legitimate
ds-job-002,78,360.64,211.92,11.69,printing,independent,legitimate
ds-job-002,79,365.05,209.3,10.76,printing,independent,legitimate
ds-job-002,80,342.54,208.11,10.98,printing,independent,legitimate
ds-job-002,81,351.4,209.16,10.33,printing,independent,legitimate
ds-job-002,82,316.37,207.76,11.55,printing,independent,legitimate
ds-job-002,83,347.1,208.48,10.68,printing,independent,legitimate
ds-job-002,84,322.19,211.5,12.68,printing,independent,legitimate
ds-job-002,85,333.67,211.74,8.74,printing,independent,legitimate
ds-job-002,86,340.77,209.58,11.89,printing,independent,legitimate
ds-job-002,87,380.95,209.05,12.28,printing,independent,legitimate
ds-job-002,88,346.53,206.44,12.74,printing,independent,legitimate
ds-job-002,89,370.48,212.1,10.24,printing,independent,legitimate
ds-job-002,90,349.84,204.15,11.75,printing,independent,legitimate
ds-job-002,91,366.35,206.52,11.71,printing,independent,legitimate
ds-job-002,92,364.54,206.65,10.84,printing,independent,legitimate
ds-job-002,93,354.51,202.86,12.59,printing,independent,legitimate
ds-job-002,94,365.51,210.66,13.38,printing,independent,legitimate
ds-job-002,95,368.12,208.62,11.73,printing,independent,legitimate
ds-job-002,96,321.65,208.72,9.72,printing,independent,legitimate
ds-job-002,97,333.68,207.15,11.38,printing,independent,legitimate
ds-job-002,98,355.53,211.59,13.22,printing,independent,legitimate
ds-job-002,99,364.4,207.7,12.96,printing,independent,legitimate
ds-job-002,100,373.01,206.97,11.7,printing,independent,legitimate
ds-job-002,101,343.23,208.12,11.54,printing,independent,legitimate
ds-job-002,102,354.95,213.52,12.09,printing,independent,legitimate
ds-job-002,103,363.35,209.52,11.32,printing,independent,legitimate
ds-job-002,104,362.45,209.02,12.4,printing,independent,legitimate
ds-job-002,105,322.99,207.9,10.96,printing,independent,legitimate
ds-job-002,106,321.13,204.22,11.86,printing,independent,legitimate
ds-job-002,107,346.41,207.56,12.21,printing,independent,legitimate
ds-job-002,108,342.04,204.9,12.57,printing,independent,legitimate
ds-job-002,109,345.2,208.87,12.8,printing,independent,legitimate
ds-job-002,110,344.5,209.43,10.63,printing,independent,legitimate
ds-job-002,111,338.83,209.04,12.69,printing,independent,legitimate
ds-job-002,112,352.77,211.08,13.03,printing,independent,legitimate
ds-job-002,113,336.21,213.79,12.61,printing,independent,legitimate
ds-job-002,114,371.4,206.62,12.39,printing,independent,legitimate
ds-job-002,115,326.18,208.98,12.86,printing,independent,legitimate
ds-job-002,116,314.32,205.81,10.65,printing,independent,legitimate
ds-job-002,117,380.15,208.99,11.66,printing,independent,legitimate
ds-job-002,118,329.72,207.11,12.08,printing,independent,legitimate
ds-job-002,119,349.9,210.45,11.75,printing,independent,legitimate
ds-job-002,120,361.9,209.26,10.82,printing,independent,legitimate
ds-job-002,121,362.49,215.66,12.91,printing,independent,legitimate
ds-job-002,122,364.1,209.28,12.55,printing,independent,legitimate
ds-job-002,123,324.32,202.15,12.58,printing,independent,legitimate
ds-job-002,124,339.87,205.76,9.9,printing,independent,legitimate
ds-job-002,125,324.67,209.91,12.03,printing,independent,legitimate
ds-job-002,126,369.06,208.07,11.54,printing,independent,legitimate
ds-job-002,127,363.69,205.13,12.18,printing,independent,legitimate
ds-job-002,128,356.32,205.24,10.41,printing,independent,legitimate
ds-job-002,129,378.57,207.43,12.16,printing,independent,legitimate
ds-job-002,130,328.11,214.82,12.22,printing,independent,legitimate
ds-job-002,131,342.14,206.92,13.28,printing,independent,legitimate
ds-job-002,132,339.87,206.24,11.34,printing,independent,legitimate
ds-job-002,133,350.65,208.59,11.46,printing,independent,legitimate
ds-job-002,134,330.29,209.92,11.96,printing,independent,legitimate
ds-job-002,135,330.52,209.44,13.25,printing,independent,legitimate
ds-job-002,136,364.16,209.23,9.51,printing,independent,legitimate
ds-job-002,137,358.59,210.05,10.69,printing,independent,legitimate
ds-job-002,138,322.73,209.94,12.47,printing,independent,legitimate
ds-job-002,139,344.3,205.32,11.63,printing,independent,legitimate
ds-job-002,140,346.58,211.64,12.08,printing,independent,legitimate
ds-job-002,141,351.19,207.83,10.89,printing,independent,legitimate
ds-job-002,142,378.19,210.75,14.75,printing,independent,legitimate
ds-job-002,143,353.71,201.36,9.91,printing,independent,legitimate
ds-job-002,144,338.57,210.64,10.2,printing,independent,legitimate
ds-job-002,145,340.08,213.44,13.24,printing,independent,legitimate
ds-job-002,146,357.95,213.63,10.16,printing,independent,legitimate
ds-job-002,147,325.28,206.68,13.25,printing,independent,legitimate
ds-job-002,148,347.04,203.4,9.45,printing,independent,legitimate
ds-job-002,149,347.61,208.91,11.52,printing,independent,legitimate
ds-job-002,150,366.69,202.67,9.31,printing,independent,legitimate
ds-job-002,151,350.27,206.76,11.65,printing,independent,legitimate
ds-job-002,152,371.94,200.74,10.62,printing,independent,legitimate
ds-job-002,153,353.12,208.17,11.62,printing,independent,legitimate
ds-job-002,154,351.41,204.73,10.6,printing,independent,legitimate
ds-job-002,155,330.31,207.62,11.4,printing,independent,legitimate
